學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
0001,國立政治大學,02311017,斯拉夫語文學系,D 日,M 碩士,10,0,2,30 臺北市,1 一般
0001,國立政治大學,02311017,斯拉夫語文學系,D 日,B 學士,234,17,50,30 臺北市,1 一般
0001,國立政治大學,02311087,東南亞語言與文化學士學位學程,D 日,B 學士,51,2,0,30 臺北市,1 一般
0001,國立政治大學,02321007,台灣文學研究所,D 日,D 博士,11,0,0,30 臺北市,1 一般
0001,國立政治大學,02321007,台灣文學研究所,D 日,M 碩士,39,6,7,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系,D 日,D 博士,66,0,4,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系,D 日,M 碩士,105,0,15,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系,D 日,B 學士,340,31,82,30 臺北市,1 一般
0001,國立政治大學,02322008,中國文學系國文教學碩士在職專班,N 職,M 碩士,85,0,9,30 臺北市,1 一般
0001,國立政治大學,02323002,華語文教學博士學位學程,D 日,D 博士,22,0,0,30 臺北市,1 一般
0001,國立政治大學,02323002,華語文教學碩士學位學程,D 日,M 碩士,51,0,14,30 臺北市,1 一般
0001,國立政治大學,02399018,語言學研究所,D 日,D 博士,10,0,0,30 臺北市,1 一般
0001,國立政治大學,02399018,語言學研究所,D 日,M 碩士,27,5,4,30 臺北市,1 一般
0001,國立政治大學,02399Y16,外國語文學院,D 日,,0,0,0,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,D 博士,13,0,3,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,M 碩士,95,0,29,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,B 學士,391,22,108,30 臺北市,1 一般
0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,D 日,M 碩士,31,0,10,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,D 博士,30,0,3,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,M 碩士,76,0,11,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,B 學士,228,16,55,30 臺北市,1 一般
0001,國立政治大學,03121029,國際事務學院國家安全與大陸研究碩士在職專班,N 職,M 碩士,62,0,18,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,D 博士,13,0,2,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,M 碩士,81,0,17,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,B 學士,269,11,60,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,N 職,M 碩士,69,0,12,30 臺北市,1 一般
0001,國立政治大學,03122046,國際研究英語碩士學位學程,D 日,M 碩士,50,0,17,30 臺北市,1 一般
0001,國立政治大學,03122Y18,國際事務學院,D 日,,0,15,0,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,D 博士,13,0,1,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,M 碩士,77,0,23,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,B 學士,216,17,44,30 臺北市,1 一般
0001,國立政治大學,03131033,輔導與諮商碩士學位學程,D 日,M 碩士,40,0,7,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,D 博士,12,0,1,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,M 碩士,62,0,14,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,B 學士,202,13,40,30 臺北市,1 一般
0001,國立政治大學,03143023,中東與中亞研究碩士學位學程,D 日,M 碩士,20,0,0,30 臺北市,1 一般
0001,國立政治大學,03143028,東亞研究所,D 日,D 博士,35,0,1,30 臺北市,1 一般
0001,國立政治大學,03143028,東亞研究所,D 日,M 碩士,71,1,13,30 臺北市,1 一般
0001,國立政治大學,03143036,日本研究博士學位學程,D 日,D 博士,13,0,0,30 臺北市,1 一般
0001,國立政治大學,03143036,日本研究碩士學位學程,D 日,M 碩士,36,0,8,30 臺北市,1 一般
0001,國立政治大學,03143038,俄羅斯研究所,D 日,M 碩士,32,4,11,30 臺北市,1 一般
0001,國立政治大學,03143040,亞太研究英語博士學位學程,D 日,D 博士,61,0,10,30 臺北市,1 一般
0001,國立政治大學,03143040,亞太研究英語碩士學位學程,D 日,M 碩士,56,0,11,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,D 博士,16,0,2,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,M 碩士,87,0,25,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,B 學士,493,21,116,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,N 職,M 碩士,109,0,20,30 臺北市,1 一般
0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,D 日,M 碩士,12,0,0,30 臺北市,1 一般
0001,國立政治大學,03191047,國家發展研究所,D 日,D 博士,32,0,2,30 臺北市,1 一般
0001,國立政治大學,03191047,國家發展研究所,D 日,M 碩士,73,10,12,30 臺北市,1 一般
0001,國立政治大學,03199048,勞工研究所,D 日,M 碩士,82,5,21,30 臺北市,1 一般
0001,國立政治大學,03199Y20,社會科學學院,D 日,,0,1,0,30 臺北市,1 一般
0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,D 日,M 碩士,243,0,74,30 臺北市,1 一般
0001,國立政治大學,03211049,傳播學院傳播學士學位學程,D 日,B 學士,0,0,2,30 臺北市,1 一般
0001,國立政治大學,03211050,國際傳播英語碩士學位學程,D 日,M 碩士,54,0,10,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院博士班,D 日,D 博士,42,0,0,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院大一大二不分系,D 日,B 學士,433,0,0,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院碩士在職專班,N 職,M 碩士,92,0,13,30 臺北市,1 一般
0001,國立政治大學,03213052,廣播電視學系,D 日,B 學士,196,7,68,30 臺北市,1 一般
0001,國立政治大學,03214051,新聞學系,D 日,D 博士,2,0,2,30 臺北市,1 一般
0001,國立政治大學,03214051,新聞學系,D 日,B 學士,116,11,50,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,D 博士,12,0,0,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,M 碩士,57,6,26,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,N 職,M 碩士,54,1,25,30 臺北市,1 一般
0001,國立政治大學,03299Y22,傳播學院,D 日,,0,25,0,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,D 博士,12,0,1,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,M 碩士,147,0,60,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,B 學士,433,22,107,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,D 博士,10,0,1,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,M 碩士,73,0,34,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,B 學士,200,13,41,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,D 博士,30,0,0,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,M 碩士,90,0,39,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,B 學士,245,10,58,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,D 博士,8,0,2,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,M 碩士,75,0,32,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,B 學士,411,19,112,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,D 博士,19,0,2,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,M 碩士,76,0,32,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,B 學士,221,13,41,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理學系,D 日,D 博士,51,0,5,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),D 日,M 碩士,241,0,118,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理學系,D 日,B 學士,455,24,105,30 臺北市,1 一般
0001,國立政治大學,04131062,經營管理碩士學程全球華商班(含高階經營班),N 職,M 碩士,494,0,167,30 臺北市,1 一般
0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,D 日,M 碩士,148,1,53,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,D 博士,22,0,1,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,M 碩士,118,0,30,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,B 學士,185,13,56,30 臺北市,1 一般
0001,國立政治大學,04134042,行政管理碩士學程,N 職,M 碩士,357,0,52,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,D 博士,6,0,0,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,M 碩士,115,0,39,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,B 學士,374,21,76,30 臺北市,1 一般
0001,國立政治大學,04143055,廣告學系,D 日,B 學士,262,7,99,30 臺北市,1 一般
0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,D 博士,25,0,2,30 臺北市,1 一般
0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,M 碩士,151,11,44,30 臺北市,1 一般
0001,國立政治大學,04199Y27,商學院,D 日,,0,3,0,30 臺北市,1 一般
0001,國立政治大學,04211073,法律學系,D 日,B 學士,725,30,169,30 臺北市,1 一般
0001,國立政治大學,04211074,法律科際整合研究所,D 日,M 碩士,79,5,25,30 臺北市,1 一般
0001,國立政治大學,04211075,法學院碩士在職專班,N 職,M 碩士,266,0,46,30 臺北市,1 一般
0001,國立政治大學,04212073,法律學系,D 日,D 博士,42,0,4,30 臺北市,1 一般
0001,國立政治大學,04212073,法律學系,D 日,M 碩士,243,0,64,30 臺北市,1 一般
0001,國立政治大學,04299Y34,法學院,D 日,,0,11,0,30 臺北市,1 一般
0001,國立政治大學,05199083,神經科學研究所,D 日,M 碩士,8,5,1,30 臺北市,1 一般
0001,國立政治大學,05331077,應用物理研究所,D 日,M 碩士,14,6,2,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,D 博士,7,0,0,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,M 碩士,50,0,9,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,B 學士,172,12,37,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,D 博士,4,0,1,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,M 碩士,65,0,25,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,B 學士,230,15,44,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,D 博士,48,0,6,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,M 碩士,84,0,40,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,B 學士,334,21,87,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,D 博士,8,0,0,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,M 碩士,115,0,27,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,B 學士,206,20,46,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,N 職,M 碩士,81,1,14,30 臺北市,1 一般
0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,13,0,2,30 臺北市,1 一般
0001,國立政治大學,06134057,數位內容碩士學位學程,D 日,M 碩士,52,0,13,30 臺北市,1 一般
0001,國立政治大學,09231084,社會工作研究所,D 日,D 博士,17,0,3,30 臺北市,1 一般
0001,國立政治大學,09231084,社會工作研究所,D 日,M 碩士,66,7,10,30 臺北市,1 一般
0001,國立政治大學,99999Z02,計算機中心,D 日,,0,0,0,30 臺北市,1 一般
0001,國立政治大學,99999Z03,軍訓教官,D 日,,0,3,0,30 臺北市,1 一般
0001,國立政治大學,99999Z05,師資培育中心,D 日,,0,3,0,30 臺北市,1 一般
0001,國立政治大學,99999Z07,體育室,D 日,,0,15,0,30 臺北市,1 一般
0001,國立政治大學,99999Z08,語言中心,D 日,,0,19,0,30 臺北市,1 一般
0001,國立政治大學,99999Z99,其他(包括行政助教),D 日,,0,0,0,30 臺北市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系,D 日,D 博士,57,0,9,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系,D 日,M 碩士,117,0,19,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系教育行政碩士在職專班,N 職,M 碩士,194,0,56,18 新竹市,1 一般
0002,國立清華大學,01111112,竹師教育學院學士班,D 日,B 學士,68,0,0,18 新竹市,1 一般
0002,國立清華大學,01112083,人力資源與數位學習科技研究所,D 日,M 碩士,9,0,13,18 新竹市,1 一般
0002,國立清華大學,01113095,特殊教育學系,D 日,M 碩士,60,0,10,18 新竹市,1 一般
0002,國立清華大學,01113095,特殊教育學系,D 日,B 學士,165,12,50,18 新竹市,1 一般
0002,國立清華大學,01113110,學前特殊教育碩士在職學位學程,N 職,M 碩士,44,0,0,18 新竹市,1 一般
0002,國立清華大學,01115124,華德福教育碩士在職學位學程,N 職,M 碩士,17,0,0,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,D 日,M 碩士,56,0,7,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,D 日,B 學士,226,13,86,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,N 職,M 碩士,64,0,7,18 新竹市,1 一般
0002,國立清華大學,01131084,教育與學習科技學系,D 日,B 學士,233,19,86,18 新竹市,1 一般
0002,國立清華大學,01131085,數理教育研究所,D 日,M 碩士,71,7,16,18 新竹市,1 一般
0002,國立清華大學,01131085,數理教育研究所,N 職,M 碩士,83,0,13,18 新竹市,1 一般
0002,國立清華大學,01131105,英語教學系,D 日,M 碩士,30,0,1,18 新竹市,1 一般
0002,國立清華大學,01131105,英語教學系,D 日,B 學士,145,9,34,18 新竹市,1 一般
0002,國立清華大學,01141090,體育學系,D 日,M 碩士,42,0,4,18 新竹市,1 一般
0002,國立清華大學,01141090,體育學系,D 日,B 學士,181,14,44,18 新竹市,1 一般
0002,國立清華大學,01141090,體育學系體育碩士在職專班,N 職,M 碩士,48,0,7,18 新竹市,1 一般
0002,國立清華大學,01141098,藝術與設計學系美勞教師碩士在職專班,N 職,M 碩士,42,0,2,18 新竹市,1 一般
0002,國立清華大學,02131098,藝術與設計學系,D 日,M 碩士,82,0,21,18 新竹市,1 一般
0002,國立清華大學,02131098,藝術與設計學系,D 日,B 學士,320,13,82,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系,D 日,M 碩士,66,0,14,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系,D 日,B 學士,144,10,23,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系音樂碩士在職專班,N 職,M 碩士,18,0,5,18 新竹市,1 一般
0002,國立清華大學,02191113,藝術學院學士班,D 日,B 學士,44,3,0,18 新竹市,1 一般
0002,國立清華大學,02221006,歷史研究所,D 日,D 博士,16,0,3,18 新竹市,1 一般
0002,國立清華大學,02221006,歷史研究所,D 日,M 碩士,31,8,10,18 新竹市,1 一般
0002,國立清華大學,02222007,人類學研究所,D 日,D 博士,11,0,0,18 新竹市,1 一般
0002,國立清華大學,02222007,人類學研究所,D 日,M 碩士,41,11,5,18 新竹市,1 一般
0002,國立清華大學,02231008,哲學研究所,D 日,M 碩士,22,8,7,18 新竹市,1 一般
0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,8,0,3,18 新竹市,1 一般
0002,國立清華大學,02299010,人文社會學院學士班,D 日,B 學士,347,7,86,18 新竹市,1 一般
0002,國立清華大學,02311002,外國語文學系,D 日,M 碩士,41,0,7,18 新竹市,1 一般
0002,國立清華大學,02311002,外國語文學系,D 日,B 學士,209,18,56,18 新竹市,1 一般
0002,國立清華大學,02321001,台灣文學研究所,D 日,D 博士,21,0,0,18 新竹市,1 一般
0002,國立清華大學,02321001,台灣文學研究所,D 日,M 碩士,43,8,7,18 新竹市,1 一般
0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,D 博士,27,0,0,18 新竹市,1 一般
0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,M 碩士,57,7,11,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,D 博士,61,0,5,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,M 碩士,68,0,10,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,B 學士,217,19,43,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系,D 日,M 碩士,23,0,9,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系,D 日,B 學士,50,0,42,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系語文碩士在職專班,N 職,M 碩士,37,0,7,18 新竹市,1 一般
0002,國立清華大學,02323114,華文文學研究所,D 日,M 碩士,22,9,0,18 新竹市,1 一般
0002,國立清華大學,02399005,語言學研究所,D 日,D 博士,13,0,2,18 新竹市,1 一般
0002,國立清華大學,02399005,語言學研究所,D 日,M 碩士,46,11,14,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,D 博士,20,0,2,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,M 碩士,50,0,19,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,B 學士,472,24,111,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,D 博士,9,0,0,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,M 碩士,143,0,28,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,B 學士,170,17,41,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系教育心理與諮商碩士在職專班,N 職,M 碩士,137,0,10,18 新竹市,1 一般
0002,國立清華大學,03141012,社會學研究所,D 日,D 博士,19,0,2,18 新竹市,1 一般
0002,國立清華大學,03141012,社會學研究所,D 日,M 碩士,79,7,13,18 新竹市,1 一般
0002,國立清華大學,03143013,台灣研究教師在職進修碩士學位班,N 職,M 碩士,70,0,8,18 新竹市,1 一般
0002,國立清華大學,03199015,學習科學研究所,D 日,M 碩士,13,0,10,18 新竹市,1 一般
0002,國立清華大學,03199111,學習科學與科技研究所,D 日,M 碩士,52,14,1,18 新竹市,1 一般
0002,國立清華大學,04121019,科技管理學院財務金融碩士在職專班,N 職,M 碩士,58,0,26,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,D 博士,5,0,0,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,M 碩士,45,0,23,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,B 學士,251,15,52,18 新竹市,1 一般
0002,國立清華大學,04131016,經營管理碩士在職專班,N 職,M 碩士,152,0,71,18 新竹市,1 一般
0002,國立清華大學,04131018,國際專業管理碩士班,D 日,M 碩士,53,0,33,18 新竹市,1 一般
0002,國立清華大學,04134014,科技管理學院公共政策與管理碩士在職專班,N 職,M 碩士,56,0,15,18 新竹市,1 一般
0002,國立清華大學,04199017,科技管理研究所,D 日,D 博士,29,0,5,18 新竹市,1 一般
0002,國立清華大學,04199017,科技管理研究所,D 日,M 碩士,64,10,28,18 新竹市,1 一般
0002,國立清華大學,04199021,高階經營管理碩士在職專班,N 職,M 碩士,113,0,50,18 新竹市,1 一般
0002,國立清華大學,04199022,服務科學研究所,D 日,D 博士,17,0,0,18 新竹市,1 一般
0002,國立清華大學,04199022,服務科學研究所,D 日,M 碩士,54,10,20,18 新竹市,1 一般
0002,國立清華大學,04199023,科技管理學院學士班,D 日,B 學士,254,0,56,18 新竹市,1 一般
0002,國立清華大學,04211B01,學士後法律學士學位學程,D 日,X 4+X,39,0,23,18 新竹市,1 一般
0002,國立清華大學,04212024,科技法律研究所,D 日,D 博士,13,0,0,18 新竹市,1 一般
0002,國立清華大學,04212024,科技法律研究所,D 日,M 碩士,106,13,18,18 新竹市,1 一般
0002,國立清華大學,05111106,應用科學系,D 日,M 碩士,4,0,8,18 新竹市,1 一般
0002,國立清華大學,05111106,應用科學系,D 日,B 學士,49,0,40,18 新竹市,1 一般
0002,國立清華大學,05121025,生命科學系,D 日,B 學士,165,7,49,18 新竹市,1 一般
0002,國立清華大學,05121026,生物科技研究所,D 日,D 博士,41,0,8,18 新竹市,1 一般
0002,國立清華大學,05121026,生物科技研究所,D 日,M 碩士,52,9,20,18 新竹市,1 一般
0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,D 博士,33,0,8,18 新竹市,1 一般
0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,M 碩士,40,11,16,18 新竹市,1 一般
0002,國立清華大學,05121029,生技產業博士學位學程,D 日,D 博士,7,0,0,18 新竹市,1 一般
0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,D 博士,53,0,12,18 新竹市,1 一般
0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,M 碩士,62,8,16,18 新竹市,1 一般
0002,國立清華大學,05121072,分子醫學研究所,D 日,D 博士,30,0,5,18 新竹市,1 一般
0002,國立清華大學,05121072,分子醫學研究所,D 日,M 碩士,48,7,17,18 新竹市,1 一般
0002,國立清華大學,05199032,生命科學院學士班,D 日,B 學士,115,0,23,18 新竹市,1 一般
0002,國立清華大學,05199033,系統神經科學研究所,D 日,D 博士,3,0,0,18 新竹市,1 一般
0002,國立清華大學,05199033,系統神經科學研究所,D 日,M 碩士,32,7,10,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系,D 日,M 碩士,40,0,5,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系,D 日,B 學士,101,10,44,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系社會學習領域教師碩士在職專班,N 職,M 碩士,31,0,4,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,D 博士,107,0,28,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,M 碩士,189,0,71,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,B 學士,248,26,57,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,D 博士,68,0,6,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,M 碩士,162,0,54,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,B 學士,291,36,53,18 新竹市,1 一般
0002,國立清華大學,05332039,天文研究所,D 日,D 博士,18,0,4,18 新竹市,1 一般
0002,國立清華大學,05332039,天文研究所,D 日,M 碩士,18,8,3,18 新竹市,1 一般
0002,國立清華大學,05399040,先進光源科技博士學位學程,D 日,D 博士,2,0,0,18 新竹市,1 一般
0002,國立清華大學,05399040,先進光源科技碩士學位學程,D 日,M 碩士,13,0,5,18 新竹市,1 一般
0002,國立清華大學,05399042,理學院學士班,D 日,B 學士,103,0,17,18 新竹市,1 一般
0002,國立清華大學,05399121,分析與環境科學研究所,D 日,M 碩士,13,8,0,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,D 博士,14,0,5,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,M 碩士,67,0,15,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,B 學士,283,25,49,18 新竹市,1 一般
0002,國立清華大學,05411092,應用數學系,D 日,M 碩士,2,0,6,18 新竹市,1 一般
0002,國立清華大學,05411092,應用數學系,D 日,B 學士,42,0,40,18 新竹市,1 一般
0002,國立清華大學,05411115,計算與建模科學研究所,D 日,M 碩士,22,6,13,18 新竹市,1 一般
0002,國立清華大學,05421044,統計學研究所,D 日,D 博士,10,0,3,18 新竹市,1 一般
0002,國立清華大學,05421044,統計學研究所,D 日,M 碩士,54,9,19,18 新竹市,1 一般
0002,國立清華大學,06131053,資訊工程學系,D 日,D 博士,53,0,10,18 新竹市,1 一般
