學校代碼,學校名稱,科系代碼,科系名稱,日間∕進修別,等級別,學生數,教師數,上學年度畢業生數,縣市名稱,體系別
0001,國立政治大學,02399018,語言學研究所,D 日,M 碩士,31,6,6,30 臺北市,1 一般
0001,國立政治大學,02399Y16,外國語文學院,D 日,,0,1,0,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,D 博士,11,0,3,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,M 碩士,97,0,37,30 臺北市,1 一般
0001,國立政治大學,03111024,經濟學系,D 日,B 學士,395,22,93,30 臺北市,1 一般
0001,國立政治大學,03111025,應用經濟與社會發展英語碩士學位學程,D 日,M 碩士,29,0,9,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,D 博士,27,0,6,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,M 碩士,73,0,16,30 臺北市,1 一般
0001,國立政治大學,03121026,政治學系,D 日,B 學士,225,17,51,30 臺北市,1 一般
0001,國立政治大學,03121029,國際事務學院國家安全與大陸研究碩士在職專班,N 職,M 碩士,65,0,16,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,D 博士,7,0,0,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,M 碩士,83,0,17,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系戰略與國際事務碩士在職專班,N 職,M 碩士,70,0,16,30 臺北市,1 一般
0001,國立政治大學,03122045,外交學系,D 日,B 學士,264,8,66,30 臺北市,1 一般
0001,國立政治大學,03122046,國際研究英語碩士學位學程,D 日,M 碩士,38,0,15,30 臺北市,1 一般
0001,國立政治大學,03122Y18,國際事務學院,D 日,,0,18,0,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,D 博士,12,0,2,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,M 碩士,87,0,16,30 臺北市,1 一般
0001,國立政治大學,03131032,心理學系,D 日,B 學士,211,20,50,30 臺北市,1 一般
0001,國立政治大學,03131033,輔導與諮商碩士學位學程,D 日,M 碩士,42,0,14,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,D 博士,11,0,1,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,M 碩士,67,0,15,30 臺北市,1 一般
0001,國立政治大學,03141030,社會學系,D 日,B 學士,210,13,42,30 臺北市,1 一般
0001,國立政治大學,03143023,中東與中亞研究碩士學位學程,D 日,M 碩士,14,0,5,30 臺北市,1 一般
0001,國立政治大學,03143028,東亞研究所,D 日,D 博士,35,0,2,30 臺北市,1 一般
0001,國立政治大學,03143028,東亞研究所,D 日,M 碩士,81,1,13,30 臺北市,1 一般
0001,國立政治大學,03143036,日本研究博士學位學程,D 日,D 博士,8,0,0,30 臺北市,1 一般
0001,國立政治大學,03143036,日本研究碩士學位學程,D 日,M 碩士,41,0,8,30 臺北市,1 一般
0001,國立政治大學,03143038,俄羅斯研究所,D 日,M 碩士,35,3,4,30 臺北市,1 一般
0001,國立政治大學,03143040,亞太研究英語博士學位學程,D 日,D 博士,67,0,7,30 臺北市,1 一般
0001,國立政治大學,03143040,亞太研究英語碩士學位學程,D 日,M 碩士,38,0,15,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,D 博士,19,0,3,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,M 碩士,73,0,35,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,N 職,M 碩士,108,0,15,30 臺北市,1 一般
0001,國立政治大學,03143043,地政學系,D 日,B 學士,474,21,130,30 臺北市,1 一般
0001,國立政治大學,03143090,土地政策與環境規劃碩士原住民專班,D 日,M 碩士,34,1,0,30 臺北市,1 一般
0001,國立政治大學,03191047,國家發展研究所,D 日,D 博士,32,0,5,30 臺北市,1 一般
0001,國立政治大學,03191047,國家發展研究所,D 日,M 碩士,77,8,9,30 臺北市,1 一般
0001,國立政治大學,03199048,勞工研究所,D 日,M 碩士,83,5,17,30 臺北市,1 一般
0001,國立政治大學,03211049,傳播學院傳播碩士學位學程,D 日,M 碩士,229,0,61,30 臺北市,1 一般
0001,國立政治大學,03211050,國際傳播英語碩士學位學程,D 日,M 碩士,52,0,15,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院博士班,D 日,D 博士,38,0,3,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院碩士在職專班,N 職,M 碩士,94,0,28,30 臺北市,1 一般
0001,國立政治大學,03211056,傳播學院大一大二不分系,D 日,B 學士,414,0,0,30 臺北市,1 一般
0001,國立政治大學,03213052,廣播電視學系,D 日,B 學士,187,6,74,30 臺北市,1 一般
0001,國立政治大學,03214051,新聞學系,D 日,B 學士,109,9,47,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,D 博士,16,0,2,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所,D 日,M 碩士,57,7,27,30 臺北市,1 一般
0001,國立政治大學,03222054,圖書資訊與檔案學研究所圖書資訊學數位碩士在職專班,N 職,M 碩士,56,0,15,30 臺北市,1 一般
0001,國立政治大學,03299Y22,傳播學院,D 日,,0,29,0,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,D 博士,10,0,1,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,M 碩士,133,0,65,30 臺北市,1 一般
0001,國立政治大學,04111059,會計學系,D 日,B 學士,420,17,114,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,D 博士,9,0,1,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,M 碩士,79,0,30,30 臺北市,1 一般
0001,國立政治大學,04121065,財務管理學系,D 日,B 學士,205,13,40,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,D 博士,26,0,1,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,M 碩士,78,0,33,30 臺北市,1 一般
0001,國立政治大學,04121068,金融學系,D 日,B 學士,266,10,50,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,D 博士,7,0,1,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,M 碩士,70,0,36,30 臺北市,1 一般
0001,國立政治大學,04122070,財政學系,D 日,B 學士,384,19,98,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,D 博士,16,0,2,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,M 碩士,70,0,28,30 臺北市,1 一般
0001,國立政治大學,04123069,風險管理與保險學系,D 日,B 學士,215,13,53,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理學系,D 日,D 博士,47,0,4,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理研究所(MBA學位學程),D 日,M 碩士,237,0,114,30 臺北市,1 一般
0001,國立政治大學,04131060,企業管理學系,D 日,B 學士,441,21,104,30 臺北市,1 一般
0001,國立政治大學,04131062,經營管理碩士學程全球華商班,N 職,M 碩士,347,0,157,30 臺北市,1 一般
0001,國立政治大學,04131064,國際經營管理英語碩士學位學程,D 日,M 碩士,125,1,51,30 臺北市,1 一般
0001,國立政治大學,04131091,創新國際學院學士班,D 日,B 學士,44,6,0,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,D 博士,18,0,2,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,M 碩士,106,0,25,30 臺北市,1 一般
0001,國立政治大學,04134041,公共行政學系,D 日,B 學士,187,14,37,30 臺北市,1 一般
0001,國立政治大學,04134042,行政管理碩士學程,N 職,M 碩士,353,0,90,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,D 博士,9,0,0,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,M 碩士,113,0,38,30 臺北市,1 一般
0001,國立政治大學,04141067,國際經營與貿易學系,D 日,B 學士,392,21,85,30 臺北市,1 一般
0001,國立政治大學,04143055,廣告學系,D 日,B 學士,263,6,111,30 臺北市,1 一般
0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,D 博士,28,0,0,30 臺北市,1 一般
0001,國立政治大學,04199072,科技管理與智慧財產研究所,D 日,M 碩士,155,10,52,30 臺北市,1 一般
0001,國立政治大學,04199Y27,商學院,D 日,,0,3,0,30 臺北市,1 一般
0001,國立政治大學,04211073,法律學系,D 日,B 學士,729,25,179,30 臺北市,1 一般
0001,國立政治大學,04211074,法律科際整合研究所,D 日,M 碩士,87,5,17,30 臺北市,1 一般
0001,國立政治大學,04211075,法學院碩士在職專班,N 職,M 碩士,260,0,50,30 臺北市,1 一般
0001,國立政治大學,04212073,法律學系,D 日,D 博士,41,0,5,30 臺北市,1 一般
0001,國立政治大學,04212073,法律學系,D 日,M 碩士,239,0,66,30 臺北市,1 一般
0001,國立政治大學,04299Y34,法學院,D 日,,0,14,0,30 臺北市,1 一般
0001,國立政治大學,05199083,神經科學研究所,D 日,M 碩士,6,5,3,30 臺北市,1 一般
0001,國立政治大學,05331077,應用物理研究所,D 日,M 碩士,15,5,5,30 臺北市,1 一般
0001,國立政治大學,05331089,電子物理學士學位學程,D 日,,0,1,0,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,D 博士,8,0,2,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,M 碩士,61,0,9,30 臺北市,1 一般
0001,國立政治大學,05411078,應用數學系,D 日,B 學士,181,12,41,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,D 博士,6,0,0,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,M 碩士,65,0,29,30 臺北市,1 一般
0001,國立政治大學,05421079,統計學系,D 日,B 學士,229,16,61,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,D 博士,44,0,10,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,M 碩士,103,0,35,30 臺北市,1 一般
0001,國立政治大學,06131080,資訊管理學系,D 日,B 學士,348,21,74,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,D 博士,10,0,1,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,M 碩士,128,0,41,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,N 職,M 碩士,87,0,20,30 臺北市,1 一般
0001,國立政治大學,06131081,資訊科學系,D 日,B 學士,224,20,49,30 臺北市,1 一般
0001,國立政治大學,06131082,社群網路與人智計算國際研究生博士學位學程,D 日,D 博士,14,0,1,30 臺北市,1 一般
0001,國立政治大學,06134057,數位內容碩士學位學程,D 日,M 碩士,59,0,7,30 臺北市,1 一般
0001,國立政治大學,09231084,社會工作研究所,D 日,D 博士,16,0,1,30 臺北市,1 一般
0001,國立政治大學,09231084,社會工作研究所,D 日,M 碩士,57,5,15,30 臺北市,1 一般
0001,國立政治大學,99999Z02,計算機中心,D 日,,0,1,0,30 臺北市,1 一般
0001,國立政治大學,99999Z03,軍訓教官,D 日,,0,2,0,30 臺北市,1 一般
0001,國立政治大學,99999Z05,師資培育中心,D 日,,0,4,0,30 臺北市,1 一般
0001,國立政治大學,99999Z07,體育室,D 日,,0,16,0,30 臺北市,1 一般
0001,國立政治大學,99999Z08,語言中心,D 日,,0,20,0,30 臺北市,1 一般
0001,國立政治大學,99999Z99,其他(包括行政助教),D 日,,0,3,0,30 臺北市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系,D 日,D 博士,64,0,7,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系行政與評鑑組,D 日,M 碩士,139,0,29,18 新竹市,1 一般
0002,國立清華大學,01111084,教育與學習科技學系馬?西亞境外碩士在職專班,N 職,M 碩士,207,0,39,18 新竹市,1 一般
0002,國立清華大學,01111112,竹師教育學院學士班,D 日,B 學士,132,1,0,18 新竹市,1 一般
0002,國立清華大學,01112083,人力資源與數位學習科技研究所,D 日,M 碩士,2,0,2,18 新竹市,1 一般
0002,國立清華大學,01113095,特殊教育學系,D 日,M 碩士,58,0,17,18 新竹市,1 一般
0002,國立清華大學,01113095,特殊教育學系,D 日,B 學士,158,14,36,18 新竹市,1 一般
0002,國立清華大學,01113110,學前特殊教育碩士在職學位學程,N 職,M 碩士,21,0,7,18 新竹市,1 一般
0002,國立清華大學,01115124,華德福教育碩士在職學位學程,N 職,M 碩士,30,0,0,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,D 日,M 碩士,64,0,12,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,N 職,M 碩士,62,0,6,18 新竹市,1 一般
0002,國立清華大學,01121091,幼兒教育學系,D 日,B 學士,174,12,54,18 新竹市,1 一般
0002,國立清華大學,01131084,教育與學習科技學系,D 日,B 學士,181,20,53,18 新竹市,1 一般
0002,國立清華大學,01131085,數理教育研究所,D 日,M 碩士,73,5,23,18 新竹市,1 一般
0002,國立清華大學,01131085,數理教育研究所,N 職,M 碩士,87,0,15,18 新竹市,1 一般
0002,國立清華大學,01131105,英語教學系,D 日,M 碩士,36,0,4,18 新竹市,1 一般
0002,國立清華大學,01131105,英語教學系,D 日,B 學士,160,9,24,18 新竹市,1 一般
0002,國立清華大學,01141098,藝術與設計學系美勞教師碩士在職專班,N 職,M 碩士,32,0,4,18 新竹市,1 一般
0002,國立清華大學,01141127,運動科學系,D 日,M 碩士,46,0,20,18 新竹市,1 一般
0002,國立清華大學,01141127,運動科學系,N 職,M 碩士,54,0,17,18 新竹市,1 一般
0002,國立清華大學,01141127,運動科學系,D 日,B 學士,178,13,40,18 新竹市,1 一般
0002,國立清華大學,01199130,竹師教育學院跨領域STEAM教育碩士在職專班,N 職,M 碩士,14,0,0,18 新竹市,1 一般
0002,國立清華大學,01199Y02,竹師教育學院,D 日,,0,5,0,18 新竹市,1 一般
0002,國立清華大學,02131098,藝術與設計學系,D 日,M 碩士,86,0,20,18 新竹市,1 一般
0002,國立清華大學,02131098,藝術與設計學系設計組,D 日,B 學士,327,12,77,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系,D 日,M 碩士,68,0,21,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系音樂教師碩士在職專班,N 職,M 碩士,6,0,7,18 新竹市,1 一般
0002,國立清華大學,02151096,音樂學系,D 日,B 學士,155,13,35,18 新竹市,1 一般
0002,國立清華大學,02191113,藝術學院學士班,D 日,B 學士,116,5,0,18 新竹市,1 一般
0002,國立清華大學,02221006,歷史研究所,D 日,D 博士,17,0,3,18 新竹市,1 一般
0002,國立清華大學,02221006,歷史研究所,D 日,M 碩士,38,9,5,18 新竹市,1 一般
0002,國立清華大學,02222007,人類學研究所,D 日,D 博士,7,0,1,18 新竹市,1 一般
0002,國立清華大學,02222007,人類學研究所,D 日,M 碩士,45,11,7,18 新竹市,1 一般
0002,國立清華大學,02231008,哲學研究所,D 日,M 碩士,31,9,2,18 新竹市,1 一般
0002,國立清華大學,02299009,亞際文化研究國際碩士學位學程(台灣聯合大學系統),D 日,M 碩士,8,0,1,18 新竹市,1 一般
0002,國立清華大學,02299010,人文社會學院學士班,D 日,B 學士,359,9,92,18 新竹市,1 一般
0002,國立清華大學,02311002,外國語文學系,D 日,M 碩士,30,0,4,18 新竹市,1 一般
0002,國立清華大學,02311002,外國語文學系,D 日,B 學士,201,18,56,18 新竹市,1 一般
0002,國立清華大學,02321001,台灣文學研究所,D 日,D 博士,20,0,3,18 新竹市,1 一般
0002,國立清華大學,02321001,台灣文學研究所,D 日,M 碩士,46,8,5,18 新竹市,1 一般
0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,D 博士,24,0,5,18 新竹市,1 一般
0002,國立清華大學,02321101,臺灣語言研究與教學研究所,D 日,M 碩士,60,8,9,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,D 博士,47,0,10,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,M 碩士,87,0,8,18 新竹市,1 一般
0002,國立清華大學,02322003,中國文學系,D 日,B 學士,201,20,51,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系中文組,D 日,M 碩士,17,0,4,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系語文教師碩士在職專班,N 職,M 碩士,18,0,4,18 新竹市,1 一般
0002,國立清華大學,02322109,中國語文學系,D 日,B 學士,2,0,4,18 新竹市,1 一般
0002,國立清華大學,02323114,華文文學研究所,D 日,M 碩士,42,8,1,18 新竹市,1 一般
0002,國立清華大學,02399005,語言學研究所,D 日,D 博士,17,0,0,18 新竹市,1 一般
0002,國立清華大學,02399005,語言學研究所,D 日,M 碩士,40,12,9,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,D 博士,12,0,3,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,M 碩士,54,0,19,18 新竹市,1 一般
0002,國立清華大學,03111011,經濟學系,D 日,B 學士,472,23,121,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,D 博士,20,0,0,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,M 碩士,147,0,37,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系教育心理與諮商碩士在職專班,N 職,M 碩士,141,0,26,18 新竹市,1 一般
0002,國立清華大學,03131077,教育心理與諮商學系,D 日,B 學士,186,17,39,18 新竹市,1 一般
0002,國立清華大學,03141012,社會學研究所,D 日,D 博士,16,0,3,18 新竹市,1 一般
0002,國立清華大學,03141012,社會學研究所,D 日,M 碩士,85,9,15,18 新竹市,1 一般
0002,國立清華大學,03143013,台灣研究教師在職進修碩士學位班,N 職,M 碩士,68,0,10,18 新竹市,1 一般
0002,國立清華大學,03199015,學習科學研究所,D 日,M 碩士,4,0,2,18 新竹市,1 一般
0002,國立清華大學,03199111,學習科學與科技研究所,D 日,M 碩士,71,14,13,18 新竹市,1 一般
0002,國立清華大學,04121019,科技管理學院財務金融碩士在職專班,N 職,M 碩士,59,0,26,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,D 博士,6,0,0,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,M 碩士,44,0,19,18 新竹市,1 一般
0002,國立清華大學,04121020,計量財務金融學系,D 日,B 學士,258,15,50,18 新竹市,1 一般
0002,國立清華大學,04131016,經營管理碩士在職專班,N 職,M 碩士,141,0,67,18 新竹市,1 一般
0002,國立清華大學,04131018,國際專業管理碩士班,D 日,M 碩士,69,0,29,18 新竹市,1 一般
0002,國立清華大學,04134014,科技管理學院公共政策與管理碩士在職專班,N 職,M 碩士,56,0,28,18 新竹市,1 一般
0002,國立清華大學,04199017,科技管理研究所,D 日,D 博士,25,0,4,18 新竹市,1 一般
0002,國立清華大學,04199017,科技管理研究所,D 日,M 碩士,63,12,25,18 新竹市,1 一般
0002,國立清華大學,04199021,科技管理學院高階經營管理亞太地區馬來西亞境外碩士在職專班,N 職,M 碩士,143,0,52,18 新竹市,1 一般
0002,國立清華大學,04199022,服務科學研究所,D 日,D 博士,15,0,3,18 新竹市,1 一般
0002,國立清華大學,04199022,服務科學研究所,D 日,M 碩士,52,12,23,18 新竹市,1 一般
0002,國立清華大學,04199023,科技管理學院學士班,D 日,B 學士,306,0,67,18 新竹市,1 一般
0002,國立清華大學,04199131,科技管理學院健康政策與經營管理碩士在職專班,N 職,M 碩士,15,0,0,18 新竹市,1 一般
0002,國立清華大學,04211B01,學士後法律學士學位學程,D 日,X 4+X,1,0,1,18 新竹市,1 一般
0002,國立清華大學,04212024,科技法律研究所,D 日,D 博士,14,0,0,18 新竹市,1 一般
0002,國立清華大學,04212024,科技法律研究所,D 日,M 碩士,107,15,25,18 新竹市,1 一般
0002,國立清華大學,05111106,應用科學系生命科學組,D 日,M 碩士,1,0,0,18 新竹市,1 一般
0002,國立清華大學,05111106,應用科學系生命科學組,D 日,B 學士,3,0,5,18 新竹市,1 一般
0002,國立清華大學,05121025,生命科學系,D 日,B 學士,202,5,36,18 新竹市,1 一般
0002,國立清華大學,05121026,生物科技研究所,D 日,D 博士,33,0,10,18 新竹市,1 一般
0002,國立清華大學,05121026,生物科技研究所,D 日,M 碩士,63,10,26,18 新竹市,1 一般
0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,D 博士,31,0,6,18 新竹市,1 一般
0002,國立清華大學,05121028,分子與細胞生物研究所,D 日,M 碩士,38,10,16,18 新竹市,1 一般
0002,國立清華大學,05121029,生技產業博士學位學程,D 日,D 博士,7,0,2,18 新竹市,1 一般
0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,D 博士,38,0,14,18 新竹市,1 一般
0002,國立清華大學,05121030,生物資訊與結構生物研究所,D 日,M 碩士,59,10,30,18 新竹市,1 一般
0002,國立清華大學,05121072,分子醫學研究所,D 日,D 博士,29,0,3,18 新竹市,1 一般
0002,國立清華大學,05121072,分子醫學研究所,D 日,M 碩士,42,7,20,18 新竹市,1 一般
0002,國立清華大學,05199032,生命科學院學士班,D 日,B 學士,128,0,26,18 新竹市,1 一般
0002,國立清華大學,05199033,系統神經科學研究所,D 日,D 博士,9,0,0,18 新竹市,1 一般
0002,國立清華大學,05199033,系統神經科學研究所,D 日,M 碩士,27,6,10,18 新竹市,1 一般
0002,國立清華大學,05211041,環境科技博士學位學程(台灣聯合大學系統),D 日,D 博士,8,0,0,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系,D 日,M 碩士,58,0,6,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系社區與社會學習領域碩士在職專班,N 職,M 碩士,47,1,4,18 新竹市,1 一般
0002,國立清華大學,05211102,環境與文化資源學系,D 日,B 學士,29,10,21,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,D 博士,94,0,22,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,M 碩士,190,0,89,18 新竹市,1 一般
0002,國立清華大學,05311037,化學系,D 日,B 學士,246,26,59,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,D 博士,74,0,3,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,M 碩士,186,0,66,18 新竹市,1 一般
0002,國立清華大學,05331038,物理學系,D 日,B 學士,305,37,68,18 新竹市,1 一般
0002,國立清華大學,05332039,天文研究所,D 日,D 博士,20,0,1,18 新竹市,1 一般
0002,國立清華大學,05332039,天文研究所,D 日,M 碩士,16,10,7,18 新竹市,1 一般
0002,國立清華大學,05399040,先進光源科技博士學位學程,D 日,D 博士,2,0,0,18 新竹市,1 一般
0002,國立清華大學,05399040,先進光源科技碩士學位學程,D 日,M 碩士,16,0,2,18 新竹市,1 一般
0002,國立清華大學,05399042,理學院學士班,D 日,B 學士,138,0,13,18 新竹市,1 一般
0002,國立清華大學,05399121,分析與環境科學研究所,D 日,M 碩士,40,8,8,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,D 博士,15,0,3,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,M 碩士,52,0,19,18 新竹市,1 一般
0002,國立清華大學,05411043,數學系,D 日,B 學士,278,23,49,18 新竹市,1 一般
0002,國立清華大學,05411092,應用數學系,D 日,B 學士,4,0,2,18 新竹市,1 一般
0002,國立清華大學,05411115,計算與建模科學研究所,D 日,M 碩士,23,6,11,18 新竹市,1 一般
